Model,Brand,purchase_place,Year_of_manufacture,total_cars,percentage_by_model,percentage_by_place,percentage_of_total,avg_mileage
City,Maruti,Rajajinagar,1985,1,0.02,0.02,0.00,212851.00
City,Maruti,Rajajinagar,1985,1,0.02,0.02,0.00,335145.00
Creta,Maruti,Rajajinagar,1985,1,0.02,0.02,0.00,309845.00
Creta,Maruti,Rajajinagar,1985,3,0.05,0.05,0.00,262003.00
i20,Maruti,Rajajinagar,1985,1,0.02,0.02,0.00,153990.00
Nexon,Maruti,Rajajinagar,1985,3,0.05,0.05,0.00,19000.00
Thar,Maruti,Rajajinagar,1985,3,0.05,0.05,0.00,199231.00
Thar,Maruti,Rajajinagar,1985,2,0.03,0.03,0.00,179965.00
i20,Maruti,Whitefield,1985,3,0.05,0.05,0.00,219957.00
Swift,Maruti,Whitefield,1985,1,0.02,0.02,0.00,226517.00
Thar,Maruti,Whitefield,1985,1,0.02,0.02,0.00,194531.00
City,Maruti,Yelahanka,1985,1,0.02,0.02,0.00,405549.00
Seltos,Maruti,Yelahanka,1985,3,0.05,0.05,0.00,73016.00
Creta,Tata,Basavanagudi,1985,1,0.02,0.02,0.00,140849.00
i20,Tata,Basavanagudi,1985,1,0.02,0.02,0.00,122342.00
Creta,Tata,Hebbal,1985,1,0.02,0.02,0.00,242477.00
Seltos,Tata,Hebbal,1985,1,0.02,0.02,0.00,321985.00
Thar,Tata,Hebbal,1985,1,0.02,0.02,0.00,306168.00
Harrier,Tata,"HSR Layout",1985,1,0.02,0.02,0.00,202369.00
Nexon,Tata,"HSR Layout",1985,1,0.02,0.02,0.00,185345.00
Baleno,Tata,Indiranagar,1985,1,0.02,0.02,0.00,159089.00
Baleno,Tata,Indiranagar,1985,1,0.02,0.02,0.00,144374.00
Nexon,Tata,Indiranagar,1985,1,0.02,0.02,0.00,292055.00
Thar,Tata,Indiranagar,1985,1,0.02,0.02,0.00,193149.00
Baleno,Tata,Jayanagar,1985,3,0.05,0.05,0.00,223615.00
Harrier,Tata,Jayanagar,1985,1,0.02,0.02,0.00,121328.00
Innova,Tata,Jayanagar,1985,1,0.02,0.02,0.00,175591.00
Innova,Tata,Jayanagar,1985,1,0.02,0.02,0.00,262188.00
City,Tata,Koramangala,1985,1,0.02,0.02,0.00,86059.00
i20,Tata,Koramangala,1985,1,0.02,0.02,0.00,315291.00
Swift,Tata,Koramangala,1985,1,0.02,0.02,0.00,221909.00
Baleno,Tata,Malleswaram,1985,3,0.05,0.05,0.00,296893.00
Harrier,Tata,Malleswaram,1985,1,0.02,0.02,0.00,291579.00
Harrier,Tata,Malleswaram,1985,1,0.02,0.02,0.00,129423.00
Harrier,Tata,Malleswaram,1985,1,0.02,0.02,0.00,151099.00
Harrier,Tata,Malleswaram,1985,3,0.05,0.05,0.00,247639.00
Seltos,Tata,Malleswaram,1985,4,0.06,0.06,0.01,168566.25
City,Tata,Rajajinagar,1985,3,0.05,0.05,0.00,287515.00
i20,Tata,Rajajinagar,1985,1,0.02,0.02,0.00,184848.00
i20,Tata,Rajajinagar,1985,1,0.02,0.02,0.00,157402.00
Innova,Tata,Rajajinagar,1985,1,0.02,0.02,0.00,188404.00
Nexon,Tata,Rajajinagar,1985,1,0.02,0.02,0.00,210690.00
Seltos,Tata,Rajajinagar,1985,1,0.02,0.02,0.00,167198.00
Baleno,Tata,Whitefield,1985,1,0.02,0.02,0.00,190509.00
City,Tata,Whitefield,1985,3,0.05,0.05,0.00,172971.00
Baleno,Tata,Yelahanka,1985,1,0.02,0.02,0.00,210711.00
Creta,Tata,Yelahanka,1985,1,0.02,0.02,0.00,306583.00
Creta,Tata,Yelahanka,1985,3,0.05,0.05,0.00,343007.00
Harrier,Tata,Yelahanka,1985,1,0.02,0.02,0.00,80173.00
Nexon,Tata,Yelahanka,1985,1,0.02,0.02,0.00,173551.00
Seltos,Tata,Yelahanka,1985,3,0.05,0.05,0.00,142992.00
Thar,Tata,Yelahanka,1985,1,0.02,0.02,0.00,216807.00
City,Toyota,Basavanagudi,1985,1,0.02,0.02,0.00,246579.00
Harrier,Toyota,Basavanagudi,1985,1,0.02,0.02,0.00,390862.00
i20,Toyota,Basavanagudi,1985,1,0.02,0.02,0.00,156038.00
Baleno,Toyota,Hebbal,1985,1,0.02,0.02,0.00,229045.00
Innova,Toyota,Hebbal,1985,1,0.02,0.02,0.00,268887.00
Nexon,Toyota,Hebbal,1985,1,0.02,0.02,0.00,260716.00
Swift,Toyota,Hebbal,1985,1,0.02,0.02,0.00,207159.00
Baleno,Toyota,"HSR Layout",1985,1,0.02,0.02,0.00,89134.00
Creta,Toyota,"HSR Layout",1985,1,0.02,0.02,0.00,368573.00
i20,Toyota,"HSR Layout",1985,1,0.02,0.02,0.00,175906.00
Nexon,Toyota,"HSR Layout",1985,1,0.02,0.02,0.00,198900.00
Seltos,Toyota,"HSR Layout",1985,2,0.03,0.03,0.00,180758.00
Swift,Toyota,"HSR Layout",1985,1,0.02,0.02,0.00,180589.00
Thar,Toyota,"HSR Layout",1985,1,0.02,0.02,0.00,247936.00
City,Toyota,Indiranagar,1985,1,0.02,0.02,0.00,323354.00
Harrier,Toyota,Indiranagar,1985,1,0.02,0.02,0.00,247019.00
Innova,Toyota,Indiranagar,1985,1,0.02,0.02,0.00,230212.00
Thar,Toyota,Indiranagar,1985,1,0.02,0.02,0.00,178318.00
City,Toyota,Jayanagar,1985,1,0.02,0.02,0.00,68527.00
Harrier,Toyota,Jayanagar,1985,1,0.02,0.02,0.00,199092.00
Nexon,Toyota,Jayanagar,1985,1,0.02,0.02,0.00,313352.00
Nexon,Toyota,Jayanagar,1985,1,0.02,0.02,0.00,220298.00
Nexon,Toyota,Jayanagar,1985,1,0.02,0.02,0.00,192639.00
Thar,Toyota,Jayanagar,1985,1,0.02,0.02,0.00,234003.00
Creta,Toyota,Koramangala,1985,1,0.02,0.02,0.00,258740.00
Creta,Toyota,Koramangala,1985,3,0.05,0.05,0.00,73419.00
Harrier,Toyota,Koramangala,1985,1,0.02,0.02,0.00,224015.00
Harrier,Toyota,Koramangala,1985,1,0.02,0.02,0.00,327955.00
i20,Toyota,Koramangala,1985,1,0.02,0.02,0.00,348383.00
Innova,Toyota,Koramangala,1985,1,0.02,0.02,0.00,176406.00
Nexon,Toyota,Koramangala,1985,3,0.05,0.05,0.00,203868.00
Swift,Toyota,Koramangala,1985,1,0.02,0.02,0.00,205594.00
Swift,Toyota,Koramangala,1985,3,0.05,0.05,0.00,292571.00
Baleno,Toyota,Malleswaram,1985,3,0.05,0.05,0.00,267541.00
Innova,Toyota,Malleswaram,1985,1,0.02,0.02,0.00,212699.00
Seltos,Toyota,Malleswaram,1985,1,0.02,0.02,0.00,185489.00
Innova,Toyota,Rajajinagar,1985,1,0.02,0.02,0.00,182268.00
Nexon,Toyota,Whitefield,1985,1,0.02,0.02,0.00,151468.00
Seltos,Toyota,Whitefield,1985,1,0.02,0.02,0.00,423053.00
City,Toyota,Yelahanka,1985,1,0.02,0.02,0.00,79427.00
Harrier,Toyota,Yelahanka,1985,1,0.02,0.02,0.00,375485.00
i20,Toyota,Yelahanka,1985,1,0.02,0.02,0.00,330025.00
Innova,Toyota,Yelahanka,1985,1,0.02,0.02,0.00,197011.00
Seltos,Toyota,Yelahanka,1985,1,0.02,0.02,0.00,212792.00
Swift,Toyota,Yelahanka,1985,1,0.02,0.02,0.00,263971.00
Swift,Toyota,Yelahanka,1985,1,0.02,0.02,0.00,317073.00
Harrier,Honda,Basavanagudi,1986,1,0.02,0.02,0.00,323937.00
i20,Honda,Basavanagudi,1986,1,0.02,0.02,0.00,165486.00
i20,Honda,Basavanagudi,1986,1,0.02,0.02,0.00,265948.00
Innova,Honda,Basavanagudi,1986,1,0.02,0.02,0.00,215806.00
Swift,Honda,Basavanagudi,1986,2,0.03,0.03,0.00,191013.00
Thar,Honda,Basavanagudi,1986,1,0.02,0.02,0.00,215869.00
City,Honda,Hebbal,1986,3,0.05,0.05,0.00,183150.00
Harrier,Honda,Hebbal,1986,1,0.02,0.02,0.00,308040.00
Harrier,Honda,Hebbal,1986,1,0.02,0.02,0.00,192728.00
Swift,Honda,Hebbal,1986,1,0.02,0.02,0.00,122853.00
Harrier,Honda,"HSR Layout",1986,1,0.02,0.02,0.00,227497.00
Nexon,Honda,"HSR Layout",1986,2,0.03,0.03,0.00,270598.50
Seltos,Honda,"HSR Layout",1986,2,0.03,0.03,0.00,305161.50
Seltos,Honda,"HSR Layout",1986,1,0.02,0.02,0.00,170210.00
Seltos,Honda,"HSR Layout",1986,1,0.02,0.02,0.00,318316.00
Innova,Honda,Indiranagar,1986,3,0.05,0.05,0.00,388340.00
Thar,Honda,Indiranagar,1986,1,0.02,0.02,0.00,313020.00
Thar,Honda,Indiranagar,1986,1,0.02,0.02,0.00,119688.00
City,Honda,Jayanagar,1986,1,0.02,0.02,0.00,203641.00
City,Honda,Jayanagar,1986,1,0.02,0.02,0.00,59421.00
City,Honda,Jayanagar,1986,1,0.02,0.02,0.00,203022.00
Harrier,Honda,Jayanagar,1986,1,0.02,0.02,0.00,85737.00
i20,Honda,Jayanagar,1986,1,0.02,0.02,0.00,453537.00
Swift,Honda,Jayanagar,1986,1,0.02,0.02,0.00,152642.00
Swift,Honda,Jayanagar,1986,1,0.02,0.02,0.00,152116.00
Thar,Honda,Jayanagar,1986,2,0.03,0.03,0.00,243737.00
Baleno,Honda,Koramangala,1986,3,0.05,0.05,0.00,95040.00
Nexon,Honda,Koramangala,1986,1,0.02,0.02,0.00,260666.00
Thar,Honda,Koramangala,1986,3,0.05,0.05,0.00,215481.00
City,Honda,Malleswaram,1986,1,0.02,0.02,0.00,179807.00
City,Honda,Malleswaram,1986,1,0.02,0.02,0.00,191915.00
Creta,Honda,Malleswaram,1986,3,0.05,0.05,0.00,253067.00
Innova,Honda,Malleswaram,1986,1,0.02,0.02,0.00,254307.00
Nexon,Honda,Malleswaram,1986,1,0.02,0.02,0.00,224731.00
Seltos,Honda,Malleswaram,1986,2,0.03,0.03,0.00,199327.00
Thar,Honda,Malleswaram,1986,1,0.02,0.02,0.00,336136.00
Innova,Honda,Rajajinagar,1986,1,0.02,0.02,0.00,272299.00
Nexon,Honda,Rajajinagar,1986,2,0.03,0.03,0.00,224961.50
Seltos,Honda,Rajajinagar,1986,4,0.06,0.06,0.01,244998.75
Baleno,Honda,Whitefield,1986,3,0.05,0.05,0.00,209283.00
Creta,Honda,Whitefield,1986,1,0.02,0.02,0.00,114143.00
Creta,Honda,Whitefield,1986,3,0.05,0.05,0.00,70039.00
Creta,Honda,Whitefield,1986,1,0.02,0.02,0.00,328327.00
i20,Honda,Whitefield,1986,1,0.02,0.02,0.00,320043.00
i20,Honda,Whitefield,1986,3,0.05,0.05,0.00,160296.00
i20,Honda,Whitefield,1986,3,0.05,0.05,0.00,146972.00
Innova,Honda,Whitefield,1986,1,0.02,0.02,0.00,322982.00
Nexon,Honda,Whitefield,1986,1,0.02,0.02,0.00,355814.00
Swift,Honda,Whitefield,1986,1,0.02,0.02,0.00,185671.00
City,Honda,Yelahanka,1986,1,0.02,0.02,0.00,201751.00
Harrier,Honda,Yelahanka,1986,1,0.02,0.02,0.00,236197.00
Innova,Honda,Yelahanka,1986,1,0.02,0.02,0.00,207746.00
Nexon,Honda,Yelahanka,1986,1,0.02,0.02,0.00,236750.00
Seltos,Honda,Yelahanka,1986,1,0.02,0.02,0.00,154688.00
Thar,Honda,Yelahanka,1986,1,0.02,0.02,0.00,267268.00
Thar,Honda,Yelahanka,1986,3,0.05,0.05,0.00,398089.00
Baleno,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,185001.00
City,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,178448.00
Creta,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,194758.00
Creta,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,182079.00
i20,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,156252.00
Nexon,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,228317.00
Nexon,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,319704.00
Seltos,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,192850.00
Thar,Hyundai,Basavanagudi,1986,1,0.02,0.02,0.00,306068.00
City,Hyundai,Hebbal,1986,1,0.02,0.02,0.00,266532.00
Creta,Hyundai,Hebbal,1986,1,0.02,0.02,0.00,192133.00
Harrier,Hyundai,Hebbal,1986,1,0.02,0.02,0.00,121331.00
i20,Hyundai,Hebbal,1986,1,0.02,0.02,0.00,18500.00
Baleno,Hyundai,"HSR Layout",1986,1,0.02,0.02,0.00,277097.00
Baleno,Hyundai,"HSR Layout",1986,3,0.05,0.05,0.00,224160.00
Creta,Hyundai,"HSR Layout",1986,1,0.02,0.02,0.00,81971.00
Harrier,Hyundai,"HSR Layout",1986,1,0.02,0.02,0.00,111208.00
i20,Hyundai,"HSR Layout",1986,1,0.02,0.02,0.00,46784.00
Innova,Hyundai,"HSR Layout",1986,1,0.02,0.02,0.00,241235.00
Nexon,Hyundai,"HSR Layout",1986,3,0.05,0.05,0.00,260477.00
Swift,Hyundai,"HSR Layout",1986,1,0.02,0.02,0.00,169518.00
Thar,Hyundai,"HSR Layout",1986,1,0.02,0.02,0.00,235244.00
Baleno,Hyundai,Indiranagar,1986,2,0.03,0.03,0.00,203873.00
Baleno,Hyundai,Indiranagar,1986,1,0.02,0.02,0.00,266096.00
City,Hyundai,Indiranagar,1986,1,0.02,0.02,0.00,234777.00
Nexon,Hyundai,Indiranagar,1986,1,0.02,0.02,0.00,341874.00
Thar,Hyundai,Indiranagar,1986,3,0.05,0.05,0.00,300179.00
Baleno,Hyundai,Jayanagar,1986,1,0.02,0.02,0.00,265848.00
Nexon,Hyundai,Jayanagar,1986,1,0.02,0.02,0.00,155813.00
Nexon,Hyundai,Jayanagar,1986,1,0.02,0.02,0.00,413326.00
Swift,Hyundai,Jayanagar,1986,1,0.02,0.02,0.00,122469.00
Swift,Hyundai,Jayanagar,1986,1,0.02,0.02,0.00,149734.00
Baleno,Hyundai,Koramangala,1986,1,0.02,0.02,0.00,339705.00
Creta,Hyundai,Koramangala,1986,1,0.02,0.02,0.00,149513.00
Harrier,Hyundai,Koramangala,1986,1,0.02,0.02,0.00,193428.00
i20,Hyundai,Koramangala,1986,1,0.02,0.02,0.00,325491.00
Innova,Hyundai,Koramangala,1986,1,0.02,0.02,0.00,251893.00
Nexon,Hyundai,Koramangala,1986,1,0.02,0.02,0.00,178217.00
Nexon,Hyundai,Koramangala,1986,1,0.02,0.02,0.00,216151.00
Swift,Hyundai,Koramangala,1986,1,0.02,0.02,0.00,294670.00
Creta,Hyundai,Malleswaram,1986,1,0.02,0.02,0.00,297054.00
Harrier,Hyundai,Malleswaram,1986,1,0.02,0.02,0.00,253364.00
Harrier,Hyundai,Malleswaram,1986,1,0.02,0.02,0.00,232816.00
Seltos,Hyundai,Malleswaram,1986,1,0.02,0.02,0.00,277569.00
Baleno,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,248854.00
Baleno,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,327963.00
Harrier,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,219858.00
Harrier,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,270119.00
i20,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,207638.00
Innova,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,272369.00
Innova,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,230588.00
Seltos,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,250889.00
Swift,Hyundai,Rajajinagar,1986,1,0.02,0.02,0.00,209140.00
Baleno,Hyundai,Whitefield,1986,4,0.06,0.06,0.01,275193.00
Baleno,Hyundai,Whitefield,1986,1,0.02,0.02,0.00,205547.00
Creta,Hyundai,Whitefield,1986,1,0.02,0.02,0.00,162702.00
Harrier,Hyundai,Whitefield,1986,1,0.02,0.02,0.00,244618.00
i20,Hyundai,Whitefield,1986,1,0.02,0.02,0.00,269676.00
Innova,Hyundai,Whitefield,1986,1,0.02,0.02,0.00,146410.00
Nexon,Hyundai,Whitefield,1986,1,0.02,0.02,0.00,353489.00
Seltos,Hyundai,Whitefield,1986,2,0.03,0.03,0.00,191609.50
Seltos,Hyundai,Whitefield,1986,3,0.05,0.05,0.00,265330.00
Thar,Hyundai,Whitefield,1986,1,0.02,0.02,0.00,273742.00
Thar,Hyundai,Whitefield,1986,3,0.05,0.05,0.00,203940.00
City,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,194137.00
City,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,18500.00
City,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,121590.00
City,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,257518.00
Creta,Hyundai,Yelahanka,1986,2,0.03,0.03,0.00,148433.00
Harrier,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,290960.00
i20,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,206148.00
Innova,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,162029.00
Innova,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,142412.00
Seltos,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,301201.00
Thar,Hyundai,Yelahanka,1986,1,0.02,0.02,0.00,283090.00
Baleno,Kia,Basavanagudi,1986,1,0.02,0.02,0.00,376756.00
Harrier,Kia,Basavanagudi,1986,1,0.02,0.02,0.00,300264.00
Nexon,Kia,Basavanagudi,1986,1,0.02,0.02,0.00,285960.00
Seltos,Kia,Basavanagudi,1986,1,0.02,0.02,0.00,283325.00
Baleno,Kia,Hebbal,1986,1,0.02,0.02,0.00,347943.00
i20,Kia,Hebbal,1986,1,0.02,0.02,0.00,190982.00
i20,Kia,Hebbal,1986,3,0.05,0.05,0.00,154968.00
Seltos,Kia,Hebbal,1986,1,0.02,0.02,0.00,196068.00
Swift,Kia,Hebbal,1986,1,0.02,0.02,0.00,293750.00
Thar,Kia,Hebbal,1986,1,0.02,0.02,0.00,292774.00
City,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,204064.00
Creta,Kia,"HSR Layout",1986,3,0.05,0.05,0.00,70440.00
i20,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,189639.00
Innova,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,219972.00
Nexon,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,214951.00
Nexon,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,161041.00
Seltos,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,378529.00
Swift,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,258871.00
Thar,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,178706.00
Thar,Kia,"HSR Layout",1986,1,0.02,0.02,0.00,264224.00
Baleno,Kia,Indiranagar,1986,1,0.02,0.02,0.00,130831.00
Creta,Kia,Indiranagar,1986,3,0.05,0.05,0.00,294369.00
Swift,Kia,Indiranagar,1986,1,0.02,0.02,0.00,181517.00
Swift,Kia,Indiranagar,1986,2,0.03,0.03,0.00,237348.00
City,Kia,Jayanagar,1986,3,0.05,0.05,0.00,309630.00
City,Kia,Jayanagar,1986,1,0.02,0.02,0.00,169496.00
Creta,Kia,Jayanagar,1986,1,0.02,0.02,0.00,172635.00
i20,Kia,Jayanagar,1986,1,0.02,0.02,0.00,232349.00
Innova,Kia,Jayanagar,1986,1,0.02,0.02,0.00,125273.00
Nexon,Kia,Jayanagar,1986,1,0.02,0.02,0.00,241936.00
Nexon,Kia,Jayanagar,1986,1,0.02,0.02,0.00,217605.00
Seltos,Kia,Jayanagar,1986,1,0.02,0.02,0.00,247801.00
Swift,Kia,Jayanagar,1986,3,0.05,0.05,0.00,174683.00
Thar,Kia,Jayanagar,1986,1,0.02,0.02,0.00,88541.00
Harrier,Kia,Koramangala,1986,1,0.02,0.02,0.00,307277.00
Innova,Kia,Koramangala,1986,3,0.05,0.05,0.00,288762.00
Innova,Kia,Koramangala,1986,1,0.02,0.02,0.00,143152.00
Nexon,Kia,Koramangala,1986,1,0.02,0.02,0.00,381964.00
Nexon,Kia,Koramangala,1986,1,0.02,0.02,0.00,205393.00
Seltos,Kia,Koramangala,1986,1,0.02,0.02,0.00,188309.00
Thar,Kia,Koramangala,1986,1,0.02,0.02,0.00,221759.00
Baleno,Kia,Malleswaram,1986,1,0.02,0.02,0.00,79300.00
Baleno,Kia,Malleswaram,1986,1,0.02,0.02,0.00,250033.00
i20,Kia,Malleswaram,1986,1,0.02,0.02,0.00,294369.00
i20,Kia,Malleswaram,1986,1,0.02,0.02,0.00,116229.00
i20,Kia,Malleswaram,1986,1,0.02,0.02,0.00,341934.00
Nexon,Kia,Malleswaram,1986,1,0.02,0.02,0.00,293080.00
Seltos,Kia,Malleswaram,1986,1,0.02,0.02,0.00,299288.00
Thar,Kia,Malleswaram,1986,2,0.03,0.03,0.00,320623.00
City,Kia,Rajajinagar,1986,3,0.05,0.05,0.00,184102.00
City,Kia,Whitefield,1986,1,0.02,0.02,0.00,63851.00
City,Kia,Whitefield,1986,1,0.02,0.02,0.00,189174.00
Creta,Kia,Whitefield,1986,1,0.02,0.02,0.00,255403.00
Harrier,Kia,Whitefield,1986,3,0.05,0.05,0.00,221685.00
Seltos,Kia,Whitefield,1986,3,0.05,0.05,0.00,263206.00
City,Kia,Yelahanka,1986,1,0.02,0.02,0.00,206053.00
Nexon,Kia,Yelahanka,1986,2,0.03,0.03,0.00,201330.00
Seltos,Kia,Yelahanka,1986,1,0.02,0.02,0.00,159459.00
Swift,Kia,Yelahanka,1986,1,0.02,0.02,0.00,319817.00
Swift,Kia,Yelahanka,1986,1,0.02,0.02,0.00,273281.00
Thar,Kia,Yelahanka,1986,2,0.03,0.03,0.00,126134.00
Creta,Mahindra,Basavanagudi,1986,1,0.02,0.02,0.00,94043.00
Harrier,Mahindra,Basavanagudi,1986,3,0.05,0.05,0.00,175805.00
Nexon,Mahindra,Basavanagudi,1986,1,0.02,0.02,0.00,223427.00
Swift,Mahindra,Basavanagudi,1986,1,0.02,0.02,0.00,215834.00
Swift,Mahindra,Basavanagudi,1986,1,0.02,0.02,0.00,272724.00
Thar,Mahindra,Basavanagudi,1986,1,0.02,0.02,0.00,234183.00
Thar,Mahindra,Basavanagudi,1986,1,0.02,0.02,0.00,242450.00
City,Mahindra,Hebbal,1986,1,0.02,0.02,0.00,186792.00
Creta,Mahindra,Hebbal,1986,1,0.02,0.02,0.00,379632.00
Harrier,Mahindra,Hebbal,1986,1,0.02,0.02,0.00,337267.00
Harrier,Mahindra,Hebbal,1986,1,0.02,0.02,0.00,319309.00
i20,Mahindra,Hebbal,1986,3,0.05,0.05,0.00,181164.00
Nexon,Mahindra,Hebbal,1986,1,0.02,0.02,0.00,253848.00
Nexon,Mahindra,Hebbal,1986,1,0.02,0.02,0.00,293642.00
Creta,Mahindra,"HSR Layout",1986,1,0.02,0.02,0.00,246474.00
Creta,Mahindra,"HSR Layout",1986,1,0.02,0.02,0.00,135615.00
Harrier,Mahindra,"HSR Layout",1986,1,0.02,0.02,0.00,208351.00
Harrier,Mahindra,"HSR Layout",1986,1,0.02,0.02,0.00,195590.00
i20,Mahindra,"HSR Layout",1986,2,0.03,0.03,0.00,316610.00
Baleno,Mahindra,Indiranagar,1986,1,0.02,0.02,0.00,285954.00
Baleno,Mahindra,Indiranagar,1986,1,0.02,0.02,0.00,266502.00
City,Mahindra,Indiranagar,1986,1,0.02,0.02,0.00,140610.00
City,Mahindra,Indiranagar,1986,1,0.02,0.02,0.00,236564.00
Innova,Mahindra,Indiranagar,1986,1,0.02,0.02,0.00,126258.00
Innova,Mahindra,Indiranagar,1986,2,0.03,0.03,0.00,133299.00
Harrier,Mahindra,Jayanagar,1986,1,0.02,0.02,0.00,47378.00
Harrier,Mahindra,Jayanagar,1986,1,0.02,0.02,0.00,322022.00
Nexon,Mahindra,Jayanagar,1986,1,0.02,0.02,0.00,257229.00
Swift,Mahindra,Jayanagar,1986,1,0.02,0.02,0.00,179576.00
Thar,Mahindra,Jayanagar,1986,1,0.02,0.02,0.00,400992.00
Creta,Mahindra,Koramangala,1986,1,0.02,0.02,0.00,178425.00
Creta,Mahindra,Koramangala,1986,1,0.02,0.02,0.00,342962.00
Harrier,Mahindra,Koramangala,1986,1,0.02,0.02,0.00,23528.00
i20,Mahindra,Koramangala,1986,1,0.02,0.02,0.00,252204.00
Innova,Mahindra,Koramangala,1986,1,0.02,0.02,0.00,101299.00
Innova,Mahindra,Koramangala,1986,1,0.02,0.02,0.00,137872.00
Swift,Mahindra,Malleswaram,1986,2,0.03,0.03,0.00,218488.50
Creta,Mahindra,Rajajinagar,1986,1,0.02,0.02,0.00,272090.00
Harrier,Mahindra,Rajajinagar,1986,1,0.02,0.02,0.00,170576.00
Swift,Mahindra,Rajajinagar,1986,1,0.02,0.02,0.00,160136.00
Thar,Mahindra,Rajajinagar,1986,1,0.02,0.02,0.00,211290.00
Thar,Mahindra,Rajajinagar,1986,1,0.02,0.02,0.00,231154.00
Baleno,Mahindra,Whitefield,1986,1,0.02,0.02,0.00,126379.00
Creta,Mahindra,Whitefield,1986,1,0.02,0.02,0.00,391920.00
Creta,Mahindra,Whitefield,1986,1,0.02,0.02,0.00,265015.00
Harrier,Mahindra,Whitefield,1986,1,0.02,0.02,0.00,236857.00
Harrier,Mahindra,Whitefield,1986,2,0.03,0.03,0.00,340823.00
Innova,Mahindra,Whitefield,1986,1,0.02,0.02,0.00,211464.00
Thar,Mahindra,Whitefield,1986,1,0.02,0.02,0.00,292517.00
City,Mahindra,Yelahanka,1986,4,0.06,0.06,0.01,231713.25
City,Mahindra,Yelahanka,1986,2,0.03,0.03,0.00,163594.00
Creta,Mahindra,Yelahanka,1986,1,0.02,0.02,0.00,313490.00
Harrier,Mahindra,Yelahanka,1986,3,0.05,0.05,0.00,274051.00
Harrier,Mahindra,Yelahanka,1986,2,0.03,0.03,0.00,171248.00
i20,Mahindra,Yelahanka,1986,1,0.02,0.02,0.00,229537.00
Innova,Mahindra,Yelahanka,1986,1,0.02,0.02,0.00,168825.00
Innova,Mahindra,Yelahanka,1986,1,0.02,0.02,0.00,181129.00
Seltos,Mahindra,Yelahanka,1986,1,0.02,0.02,0.00,446897.00
Swift,Mahindra,Yelahanka,1986,1,0.02,0.02,0.00,209897.00
Swift,Mahindra,Yelahanka,1986,1,0.02,0.02,0.00,225148.00
City,Maruti,Basavanagudi,1986,1,0.02,0.02,0.00,263455.00
Nexon,Maruti,Basavanagudi,1986,1,0.02,0.02,0.00,242037.00
Nexon,Maruti,Basavanagudi,1986,3,0.05,0.05,0.00,277340.00
Seltos,Maruti,Basavanagudi,1986,1,0.02,0.02,0.00,203008.00
Seltos,Maruti,Basavanagudi,1986,1,0.02,0.02,0.00,112492.00
i20,Maruti,Hebbal,1986,1,0.02,0.02,0.00,226306.00
Innova,Maruti,Hebbal,1986,3,0.05,0.05,0.00,254472.00
Swift,Maruti,Hebbal,1986,3,0.05,0.05,0.00,184904.00
Thar,Maruti,Hebbal,1986,1,0.02,0.02,0.00,204252.00
Baleno,Maruti,"HSR Layout",1986,1,0.02,0.02,0.00,340947.00
City,Maruti,"HSR Layout",1986,1,0.02,0.02,0.00,258886.00
Creta,Maruti,"HSR Layout",1986,1,0.02,0.02,0.00,117046.00
i20,Maruti,"HSR Layout",1986,1,0.02,0.02,0.00,153784.00
Seltos,Maruti,"HSR Layout",1986,1,0.02,0.02,0.00,365876.00
Harrier,Maruti,Indiranagar,1986,1,0.02,0.02,0.00,133228.00
Innova,Maruti,Indiranagar,1986,1,0.02,0.02,0.00,240400.00
